Exe Level ,Body Portion,Exercise Name,Weight (lbs),Sets Comp,Diff/ T,Progress (target)
Moderate,Lower Body,Single Leg Deadlift,0,1,Hard,No
Beginner,Lower Body,Body Weight Lunges,30,3,Moderate,No
Moderate,Lower Body,Weighted Squat,10,3,Moderate,No
Pro,Lower Body,Seated Calf Raise,0,5,Moderate,Yes
Advanced,Lower Body,Goblet Squat,0,4,Hard,No
Pro,Lower Body,Sumo Squat,10,5,Hard,No
Moderate,Whole Body,Burpees,30,5,Moderate,Yes
Moderate,Lower Body,Dumbbell Step Up,30,5,Moderate,Yes
Beginner,Upper Body,Tricep Dips,10,4,Moderate,No
Advanced,Upper Body,Shoulder Flys,0,1,Moderate,No
Moderate,Whole Body,Burpees,30,3,Easy,No
Beginner,Whole Body,Superman Pull Down,20,5,Hard,No
Moderate,Lower Body,Weighted Lunges,30,3,Moderate,No
Pro,Whole Body,Hip Thruster,10,3,Moderate,No
Beginner,Upper Body,Tricep Dips,0,5,Hard,No
Advanced,Upper Body,Dumbbell Front Raise,10,7,Moderate,Yes
Beginner,Whole Body,Plank,10,5,Moderate,Yes
Pro,Whole Body,Wipers,10,3,Easy,No
Beginner,Lower Body,Donkey Kick,10,5,Moderate,Yes
Advanced,Whole Body,Knee to Chest,0,3,Moderate,No
Advanced,Whole Body,Knee to Chest,10,3,Easy,No
Moderate,Whole Body,Overhead Squat,10,4,Moderate,No
Beginner,Lower Body,Jump Rope,10,2,Moderate,No
Moderate,Lower Body,Weighted Squat,20,4,Moderate,No
Advanced,Lower Body,Squat Jump,30,5,Moderate,Yes
Beginner,Lower Body,Donkey Kick,10,7,Moderate,Yes
Pro,Whole Body,Hanging Leg Raises,10,7,Easy,Yes
Pro,Lower Body,Lateral Side Lunge,20,7,Easy,Yes
Pro,Upper Body,Forearm Curls,30,5,Easy,Yes
Advanced,Whole Body,Knee to Chest,10,4,Moderate,No
Pro,Lower Body,Seated Calf Raise,0,1,Hard,No
Pro,Whole Body,Burpee Pull up,0,7,Easy,Yes
Advanced,Lower Body,Squat Jump,30,3,Easy,No
Beginner,Whole Body,Plank,0,1,Moderate,No
Pro,Whole Body,Burpee Pull up,0,7,Moderate,Yes
Advanced,Lower Body,Romanian Deadlift,10,1,Easy,No
Advanced,Lower Body,Romanian Deadlift,0,5,Hard,No
Pro,Whole Body,Hanging Leg Raises,20,4,Hard,No
Pro,Lower Body,Box Jump,10,5,Moderate,Yes
Moderate,Lower Body,Weighted Lunges,0,3,Easy,No
Moderate,Upper Body,Decline Pushups,30,5,Moderate,Yes
Moderate,Lower Body,Dumbbell Step Up,30,5,Hard,No
Moderate,Upper Body,Tricep Kick Back,0,2,Moderate,Yes
Beginner,Upper Body,Tricep Dips,0,7,Hard,No
Advanced,Upper Body,Upright Row,30,2,Hard,No
Moderate,Lower Body,Weighted Squat,10,2,Easy,No
Moderate,Lower Body,Weighted Lunges,0,7,Moderate,Yes
Beginner,Upper Body,Bent Over Row,20,3,Easy,No
Advanced,Lower Body,Romanian Deadlift,10,1,Moderate,No
Beginner,Upper Body,Bicep Curls,20,4,Hard,No
Moderate,Upper Body,Chest Press,10,1,Easy,No
Beginner,Lower Body,Donkey Kick,10,1,Moderate,No
Advanced,Whole Body,Mountain Climbers,20,4,Hard,No
Advanced,Upper Body,Upright Row,0,4,Hard,No
Pro,Upper Body,Forearm Curls,20,7,Moderate,Yes
Beginner,Whole Body,Dead Bug,10,4,Moderate,No
Advanced,Lower Body,Goblet Squat,30,5,Moderate,Yes
Beginner,Whole Body,Glute Bridge,20,7,Moderate,Yes
Moderate,Lower Body,Weighted Squat,10,3,Moderate,No
Advanced,Upper Body,Chin Ups,10,5,Moderate,Yes
Pro,Lower Body,Seated Calf Raise,10,4,Moderate,No
Pro,Upper Body,Skull Crushers,10,4,Easy,No
Advanced,Lower Body,Bulgarian Split Squat,10,1,Easy,No
Moderate,Whole Body,Squat to Overhead Press,10,7,Hard,No
Pro,Whole Body,Hanging Leg Raises,20,4,Easy,No
Beginner,Lower Body,Jumping Jacks,20,2,Hard,No
Advanced,Lower Body,Walking Weighted Lunges,10,6,Hard,No
Pro,Lower Body,Seated Calf Raise,10,1,Easy,No
Pro,Upper Body,Forearm Curls,30,5,Easy,Yes
Beginner,Upper Body,Bicep Curls,30,1,Hard,No
Moderate,Whole Body,Overhead Squat,10,1,Moderate,No
Moderate,Upper Body,Chest Press,10,1,Moderate,No
Advanced,Lower Body,Goblet Squat,30,4,Hard,No
Beginner,Lower Body,Body Weight Lunges,30,2,Hard,No
Pro,Lower Body,Sumo Deadlift,30,4,Hard,No
Moderate,Upper Body,Tricep Kick Back,10,3,Hard,No
Moderate,Upper Body,Chest Press,20,7,Moderate,Yes
Pro,Upper Body,Pull ups Wide Grip,10,7,Easy,Yes
Beginner,Upper Body,Bent Over Row,30,1,Hard,No
Moderate,Whole Body,Plank Up Down,10,2,Hard,No
Beginner,Whole Body,Dead Bug,20,5,Moderate,Yes
Pro,Whole Body,Hanging Leg Raises,10,4,Hard,No
Advanced,Lower Body,Goblet Squat,10,5,Hard,No
Pro,Whole Body,Hanging Knee To Chest,10,4,Moderate,No
Advanced,Whole Body,Mountain Climbers,0,4,Easy,No
Moderate,Upper Body,Decline Tricep Dips,10,1,Moderate,No
Beginner,Lower Body,Jump Rope,30,3,Easy,No
Beginner,Upper Body,Bicep Curls,0,7,Hard,No
Pro,Lower Body,Sumo Squat,10,4,Hard,No
Pro,Lower Body,Box Jump,10,4,Moderate,No
Beginner,Lower Body,Body Weight Squat,0,7,Easy,Yes
Beginner,Whole Body,Dead Bug,10,1,Moderate,No
Advanced,Lower Body,Goblet Squat,30,4,Easy,No
Advanced,Upper Body,Dumbbell Shrugs,20,5,Hard,No
Advanced,Upper Body,Shoulder Flys,0,1,Hard,No
Pro,Lower Body,Sumo Deadlift,20,7,Moderate,Yes
Beginner,Lower Body,Jumping Jacks,20,3,Moderate,No
Advanced,Upper Body,Dumbbell Shrugs,20,7,Easy,Yes
Pro,Upper Body,Pull ups Wide Grip,10,5,Moderate,Yes
Beginner,Lower Body,Jump Rope,20,3,Moderate,No
Pro,Upper Body,Forearm Curls,10,5,Moderate,Yes
Moderate,Lower Body,Weighted Calf Raise,30,4,Moderate,No
Beginner,Upper Body,Push Ups,10,7,Moderate,Yes
Moderate,Whole Body,Overhead Squat,20,1,Hard,No
Beginner,Upper Body,Bent Over Row,20,7,Hard,No
Beginner,Upper Body,Overhead Shoulder Press,20,4,Easy,No
Advanced,Whole Body,Weighted Wall Sit,10,3,Moderate,No
Moderate,Whole Body,Wall Sit,10,3,Hard,No
Advanced,Lower Body,Romanian Deadlift,10,3,Easy,No
Moderate,Upper Body,Decline Tricep Dips,10,1,Moderate,No
Moderate,Upper Body,Hammer Curls,10,2,Easy,No
Beginner,Lower Body,Body Weight Squat,10,7,Moderate,Yes
Moderate,Lower Body,Dumbbell Step Up,10,3,Moderate,No
Advanced,Lower Body,Bulgarian Split Squat,0,1,Easy,No
Moderate,Lower Body,Weighted Calf Raise,10,4,Easy,No
Beginner,Lower Body,Jump Rope,30,3,Hard,No
Advanced,Whole Body,Plank Weighted Row,30,3,Easy,No
Beginner,Upper Body,Overhead Shoulder Press,30,1,Easy,No
Beginner,Lower Body,Body Weight Squat,0,4,Moderate,No
Beginner,Upper Body,Overhead Shoulder Press,30,3,Moderate,No
Moderate,Whole Body,Burpees,10,3,Easy,No
Beginner,Upper Body,Overhead Shoulder Press,10,7,Hard,No
Advanced,Whole Body,Knee to Chest,30,5,Moderate,Yes
Moderate,Upper Body,Tricep Kick Back,10,4,Easy,No
Advanced,Upper Body,Dumbbell Front Raise,30,1,Hard,No
Beginner,Upper Body,Push Ups,10,1,Hard,No
Advanced,Whole Body,Plank Weighted Row,10,2,Hard,No
Moderate,Lower Body,Dumbbell Step Up,10,3,Easy,No
Beginner,Lower Body,Jump Rope,10,5,Moderate,Yes
Moderate,Whole Body,Overhead Squat,10,5,Hard,No
Beginner,Lower Body,Body Weight Squat,0,1,Moderate,No
Pro,Upper Body,Pull ups Bicep Grip,30,7,Hard,No
Beginner,Upper Body,Overhead Shoulder Press,20,7,Moderate,Yes
Moderate,Upper Body,Chest Press,30,6,Easy,Yes
Moderate,Upper Body,Decline Pushups,0,1,Moderate,No
Pro,Lower Body,Seated Calf Raise,10,3,Moderate,No
Beginner,Upper Body,Push Ups,30,5,Hard,No
Beginner,Lower Body,Jump Rope,10,4,Moderate,No
Advanced,Upper Body,Dumbbell Front Raise,10,7,Moderate,Yes
Advanced,Lower Body,Squat Jump,30,4,Hard,No
Advanced,Lower Body,Romanian Deadlift,0,1,Easy,No
